기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20241,11110515,청운효자동,CS100010,커피-음료,4562109055,333432,2786429042,1775680013,479022606,467247278,699645014,491454499,649059645,977150232,798529781,2365440,272394614,1265523981,1654557986,1097047929,270219105,1342240808,2854860415,13966284,1116673187,1288685456,737504880,561668089,478603322,210630,122802,37701,38501,43937,39951,50540,68330,54472,43,40970,105328,120817,64270,2004,103293,217507,1123,86676,108192,48619,50113,26078
20241,11110530,사직동,CS100010,커피-음료,11526147981,1140119,8588778123,2937369858,1400983797,1770593763,1782286344,1846079471,1788834748,1666981532,1270388326,89082593,1560857828,4643211632,2974502341,1812147360,446346227,4031957597,6131273601,45838266,2364321308,3475726873,2118707189,1395068709,763568866,918188,221931,160072,184724,195297,193897,184198,121981,99950,994,275424,462836,249625,140204,11036,430482,623586,6621,247767,364491,224580,142310,68306
20241,11110540,삼청동,CS100010,커피-음료,6977136227,398476,3905584060,3071552167,885554069,592013056,734941132,787807705,905268098,1661120189,1410431978,300348,410729119,2536381617,2443680322,1511695640,74349181,2654279416,3691230585,28788903,1197887592,1717919523,1368996177,1160225596,871692202,227466,171010,45296,38077,43658,45360,55075,93713,77297,52,31219,141774,147299,74232,3900,150442,226212,2505,85392,113760,72553,60520,41935
20241,11110550,부암동,CS100010,커피-음료,574377314,47424,323195550,251181764,53697420,54794198,65353886,70716140,78633906,139225613,111956151,4498902,35332776,179716912,255703474,82611489,16513761,228418847,342664290,8605771,142350650,142602773,93706186,117092099,66725657,34651,12773,6323,7170,7719,7018,6421,6950,5823,114,7257,17128,16772,5258,895,19775,27538,1571,17046,8692,6608,9574,3823
20241,11110560,평창동,CS100010,커피-음료,137164599,9564,84548855,52615744,16536946,15101697,18403411,15384331,19122470,27129801,25485943,0,6031056,43413793,44448369,38025499,5245882,61300030,61700357,261423,7093488,21428100,23469513,40044482,30703385,6428,3136,1328,1319,1201,1136,1444,1701,1435,0,567,2940,3473,2227,357,4528,4187,49,531,1391,1910,2511,2321
20241,11110570,무악동,CS100010,커피-음료,59568383,7167,44945994,14622389,8740081,8523698,9782253,9621396,8278566,9229028,5393361,0,8593801,19662102,17929532,13372913,10035,20286504,32979633,282566,5075257,10882331,9240373,17108500,10677115,5447,1720,1047,1138,1225,1044,993,1083,637,0,1089,2196,2203,1678,1,2474,4237,66,592,1175,1241,2253,1383
20241,11110580,교남동,CS100010,커피-음료,173867192,24468,168937160,4930032,28975053,32841970,36344319,39651382,31124436,3388113,1541919,0,76644137,59970836,35868070,1384149,0,76085001,81986830,41273,26983118,66733045,32807606,13732683,17774104,23980,488,4274,4799,5197,5462,4248,370,118,0,13002,7059,4247,160,0,10828,12629,3,4586,10272,4462,1982,2151
20241,11110600,가회동,CS100010,커피-음료,3315253382,339081,2320741260,994512122,369003062,438277735,476692251,516855442,519912770,554785908,439726214,717405,541376369,1181023209,1088921082,426087101,77128216,1131352485,1675154492,10597091,691764352,924542571,536584711,414189833,228828417,259184,79897,43578,51397,55169,54949,54091,44197,35700,84,97402,115438,92905,31092,2160,142010,165358,1652,68131,108502,65795,41866,21424
20241,11110615,종로1·2·3·4가동,CS100010,커피-음료,21213537420,2228832,16449807871,4763729549,2900257868,3173588048,3448900153,3471936645,3455125157,2926631406,1837098143,50735757,2617523648,8294826010,5155670453,4057484852,1037296700,8172102119,9384238720,70036142,3173151765,4871634942,3636378154,3201012144,2604127702,1844251,384581,325680,369685,393357,387829,367700,232697,151884,2207,548967,849045,476172,308870,43571,995628,1006629,8457,391011,621748,410188,343381,227475
20241,11110630,종로5·6가동,CS100010,커피-음료,2401905722,340163,2005997054,395908668,381106921,428761088,420654315,400507954,374966776,255956758,139951910,549509,491268762,1066511066,558754418,260749346,24072621,926587523,916567007,7612202,288994854,526949900,379195011,332144291,308258260,286350,53813,50412,59417,62775,57839,55907,34025,19788,14,108579,128609,73868,27913,1180,160404,144105,1378,48262,90044,65385,58032,41410
20241,11110640,이화동,CS100010,커피-음료,3614440884,411049,2330244045,1284196839,383578645,432886320,502866493,463647452,547265135,703016114,581180725,5246639,233324592,1115594757,1083839597,1026289072,150146227,1145758035,2182155617,44747950,1027654712,1022210494,564693644,476155050,192451810,273256,137793,45426,51563,59967,55673,60627,73550,64243,530,46499,123831,118072,107668,14449,144008,256363,5326,122210,127644,67695,55025,22473
20241,11110650,혜화동,CS100010,커피-음료,4515562624,469849,2842131223,1673431401,470188910,512454233,586412925,604453232,668621923,918159734,755271667,12962508,166840400,1227366306,1401351040,1476293049,230749321,1359317239,2999723266,88584844,1905081265,1055574733,531056082,562329506,216414078,309173,160676,53039,57625,64424,65231,68854,87272,73404,1372,36827,134286,140157,137247,19960,161925,301324,10045,193962,115506,57795,62728,23224
20241,11110670,창신1동,CS100010,커피-음료,533075289,76949,370091339,162983950,72008151,69304509,72680641,76681547,79416491,82222308,80761642,36623,68653058,147209694,147701652,142385269,27088993,224421313,286831317,5325271,88600478,126187292,111273721,97563444,82302425,54211,22738,10307,10275,11220,11558,10851,11154,11584,11,15351,21520,19835,17015,3217,34896,40710,796,12743,20152,17045,13708,11164
20241,11110680,창신2동,CS100010,커피-음료,113869996,20537,71015499,42854497,10850289,14507800,13285285,15192377,17179748,24689666,18164831,14174,15109295,30098669,36392324,29691610,2563924,56386064,56131298,189249,20451004,30811731,17607421,20218613,23239343,13506,7031,2300,2708,2582,2813,3103,3908,3123,4,4289,5980,5821,4202,241,10738,9541,44,3780,5543,3608,4296,3008
20241,11110690,창신3동,CS100010,커피-음료,19583511,2910,13640780,5942731,2700963,1808141,2210553,4621276,2299847,2919486,3023245,0,3332532,6792748,4474212,4937497,46522,9779799,9803712,0,2454699,5172398,3975796,4610642,3369976,1973,937,450,311,364,486,362,429,508,0,602,1072,693,535,8,1386,1524,0,407,853,680,704,266
20241,11110700,숭인1동,CS100010,커피-음료,37602347,4806,27700641,9901706,3789494,8555572,4931377,3515899,6908299,5084326,4817380,0,6303157,8122381,11187985,11149037,839787,12560715,18720425,165298,5296172,5296172,9673708,5713216,5136574,3476,1330,541,836,674,569,856,732,598,0,894,1148,1464,1149,151,1919,2735,19,873,873,1434,712,740
20241,11110710,숭인2동,CS100010,커피-음료,345995038,57129,233805389,112189649,39627212,45180595,44137808,49702690,55157084,59342995,52846654,51102,64869377,115566433,102123532,60706427,2678167,161473066,162017237,2011058,60849241,80758600,54159903,66800968,58910530,39166,17963,6901,7398,8055,8161,8651,9209,8754,11,11663,18145,16443,10355,512,28133,27422,440,10905,14377,8422,11311,10099
20241,11140520,소공동,CS100010,커피-음료,20048630765,1416846,19206829913,841800852,2423324199,4587151211,4995611938,3688148497,3512594068,548733093,293067759,9223493,3300756506,9622063558,4704332879,2145725763,266528566,11212574141,5744755858,25621603,1319970074,3593907363,6293296034,3690678520,2033856415,1326712,90134,230628,280583,285164,283750,246587,54247,35887,215,472463,639228,219088,78043,7809,682144,575925,4126,204399,435194,331973,219588,62792
20241,11140540,회현동,CS100010,커피-음료,8095821039,1191447,7368303099,727517940,1198308791,1555324142,1612253446,1585344898,1417071822,500568974,226948966,2861674,1924502157,4128841744,1472712646,503346114,63556704,3089031254,3000142060,4897411,688860538,2051467729,1753317785,1005641326,584988525,1081579,109868,187415,230971,229594,228386,205213,72656,37212,459,415115,535203,195336,42379,2955,547343,522612,1138,135281,389299,301536,161041,81661
20241,11140550,명동,CS100010,커피-음료,23449951958,2589704,19228756312,4221195646,3320449778,3792361901,4046446167,4130699440,3938799026,2414580955,1806614691,4900370,4321856664,9821586210,5066663614,3660106642,574838458,8589101618,10232082235,112628464,3588953476,5942847610,4646899691,3026123107,1503731505,2194387,395317,392939,452089,461708,460220,427431,224394,170923,389,746147,1005622,493068,303577,40901,1130434,1195953,13682,434193,780321,580525,361152,156504
20241,11140570,필동,CS100010,커피-음료,4034258979,565643,3344814591,689444388,570660027,679107916,686141534,742515076,666390038,434660036,254784352,5016390,669026925,1664102364,822416481,694731746,178965073,1487202377,1993443800,40284992,1044496731,992171494,591141293,538153953,274397723,481301,84342,87914,98780,101819,101634,91154,52971,31371,182,154684,213713,108135,74857,14072,228386,295291,6125,159207,146304,90439,81703,39894
20241,11140580,장충동,CS100010,커피-음료,693683369,70984,454739693,238943676,75901333,76420135,116630208,82534344,103253673,129146958,109796718,0,58131404,260674146,193420310,162987655,18469854,267493445,364458975,4284803,134977565,180153377,123159205,113063527,76313943,47434,23550,8448,8601,11738,8360,10287,12707,10843,0,8980,26409,18730,15399,1466,27277,39902,566,17303,20765,12423,9217,6909
20241,11140590,광희동,CS100010,커피-음료,2708891340,347095,2078313021,630578319,385508691,399601405,410944635,444920313,437337977,360518717,270059602,73738646,441473573,885646695,641660494,462471697,203900235,1079989218,1394038285,23247947,644200375,788377006,439225582,371635360,207341229,280150,66945,51810,55957,58247,59544,54592,37675,29270,5570,84363,116607,73056,48877,18622,152450,176730,2390,80748,109228,61229,47967,27611
20241,11140605,을지로동,CS100010,커피-음료,4871557867,544738,3962259913,909297954,685141599,793605436,815669476,865089212,802754190,546666966,362630988,8540484,725583957,1909496668,927324480,970721290,329890988,1899164458,2233351964,16242617,1071710173,1213814812,905373654,612224026,313151134,467234,77504,81043,95486,100350,98693,91662,43587,33917,108,155716,221942,97615,62953,6404,249913,250933,1368,104576,147895,121320,91662,34029
20241,11140615,신당동,CS100010,커피-음료,940905747,184371,785285847,155619900,144869823,161962228,176115082,173764581,128574133,70857334,84762566,95747442,170589707,230291985,128331855,173303227,142641531,406397905,479279474,3687295,183489189,293341638,205479424,141941878,57737948,154685,29686,28995,31674,34852,34237,24927,12138,17548,15738,40553,39877,23527,34655,30021,83688,95544,803,38071,59035,42648,27348,11321
20241,11140625,다산동,CS100010,커피-음료,624767678,68069,426805605,197962073,71647866,77183603,84271896,90752408,102949832,111553394,86408679,3668735,57636505,208328672,160173579,156669573,38290614,237248550,344368495,4357863,122668555,199720475,100379172,87212720,67278263,48976,19093,8217,9022,10529,10237,10971,10286,8807,91,8326,22746,18641,15700,2565,27013,38068,493,14284,23076,12068,8916,6239
20241,11140635,약수동,CS100010,커피-음료,374844964,50428,239909728,134935236,48804994,51439619,35539895,50368671,53756549,73573786,61361450,608929,35320106,129101593,102189099,92756129,14869108,160783195,198213105,2472424,63649290,108381414,63327307,68643415,52522450,33682,16746,6751,7056,5597,7148,7130,8778,7968,54,6961,15454,14231,11802,1926,23663,25272,496,9085,15099,8569,9192,6498
20241,11140645,청구동,CS100010,커피-음료,203429560,28319,130126182,73303378,21842626,21119532,26969437,33438455,26756132,32874091,40429287,0,20046705,66527177,62929805,48996615,4929258,80607864,116478296,681207,33244644,75396867,38954096,31481996,17327353,19875,8444,3454,3574,4361,4509,3977,4176,4268,0,4700,9650,8051,5311,607,12365,15060,182,4844,10289,5159,4549,2401
20241,11140650,신당5동,CS100010,커피-음료,121630260,15971,85144691,36485569,15636885,17204199,17284651,16331382,18687574,20527583,15957986,0,11238724,32471785,39039592,33741046,5139113,44926644,69018277,562834,32644240,37748948,13313267,15473014,14202624,11479,4492,2134,2318,2360,2168,2499,2448,2044,0,1961,4191,5100,4100,619,6529,8737,77,4296,5324,1784,2017,1770
20241,11140665,동화동,CS100010,커피-음료,134299877,14624,82437465,51862412,15215466,11512343,16080920,15838442,23790294,28278676,23583736,1422291,12591327,43704647,42528993,31958947,2093672,42059577,89125892,1541686,30929008,32959424,17866351,22897042,24991959,9542,5082,1927,1593,1870,1967,2185,2676,2406,398,2147,4468,4126,2897,588,6127,8187,198,2715,3977,2783,2831,1810
20241,11140670,황학동,CS100010,커피-음료,564257299,117943,388188281,176069018,72212724,71833917,83733056,77482034,82926550,93230928,82838090,216320,102604883,172129214,143047261,121017871,25241750,243575907,289420094,1148516,82584044,182231899,128249345,89625430,49156765,82280,35663,15806,15947,16632,16528,17367,18983,16680,41,26683,34292,28796,22878,5253,52865,60070,253,18061,37945,28410,18808,9458
20241,11140680,중림동,CS100010,커피-음료,656275126,88866,544936870,111338256,90223807,116133828,117739323,116533435,104306477,65790299,45547957,255580,115658516,334016080,117230007,79414068,9700875,266011809,304831126,1974591,74094312,184904406,136650197,118275752,54943669,75372,13494,13099,16121,16086,16114,13952,7805,5689,16,23269,40908,15000,8621,1052,37776,45413,268,12584,28351,19900,15393,6691
20241,11170510,후암동,CS100010,커피-음료,1092974873,127785,778577840,314397033,145244836,138299730,155138132,152740045,187155097,164703148,149693885,0,114521575,509928788,263797061,179912888,24814561,408305256,542099592,2984291,202890145,360173717,186026575,133095921,65234203,90871,36914,17229,16727,18515,17816,20584,19202,17712,0,18140,54903,31725,20999,2018,52855,66011,561,25767,45531,21231,18181,7600
20241,11170520,용산2가동,CS100010,커피-음료,856441936,62623,425249073,431192863,69569222,77499408,83371684,84864257,109944502,231616001,199576862,6351317,25294551,150228623,284258256,331980936,58328253,373654350,473165770,5268806,348386095,296513607,85993555,74181048,36477010,31656,30967,5599,5210,6318,6218,8311,16022,14945,386,2886,13316,23755,19849,2431,28089,34207,419,22805,21732,8147,5907,3284
20241,11170530,남영동,CS100010,커피-음료,3642069884,344227,2854095548,787974336,480512900,550569821,607013538,593271442,622727847,462838599,325135737,25577758,482559996,1253999994,745769522,771349500,362813114,1196649016,1680715813,16823657,778168255,997294639,599950402,346975467,138152413,278771,65456,48083,56455,59399,59126,55708,36269,29187,459,80258,124417,70089,60274,8730,143792,155215,1746,80362,108140,54801,39367,14585
20241,11170555,청파동,CS100010,커피-음료,1792894722,282084,1304496380,488398342,224396560,314077495,274899200,255381644,235741481,198860705,289537637,1122610,248560028,673397380,432319046,408793675,28701983,586102213,1063847855,33493910,617753674,429222856,255782070,225625690,88071877,217110,64974,41376,45534,47503,44590,38107,27449,37525,113,54883,103260,68314,51439,4075,81177,191995,7354,123435,58951,36402,34816,12212
20241,11170560,원효로1동,CS100010,커피-음료,961447937,144716,756676043,204771894,141989955,150593466,154914325,156490595,152687702,104371867,100400027,0,202302272,440219127,203333656,105586293,10006589,406335193,401745724,4812709,156063265,285445678,166652414,156235925,38870935,114217,30499,20535,23230,23963,23676,22813,16035,14464,0,43159,57424,28447,14570,1116,68434,63361,771,24841,47459,28528,23432,6764
20241,11170570,원효로2동,CS100010,커피-음료,481844609,63194,404044877,77799732,64148220,80651464,88131770,85468924,85644499,43991161,33808571,133943,107412989,212106641,95525068,62162722,4503246,194083726,167026053,2059370,55892755,113021533,87053686,57848223,45234214,51531,11663,8795,10442,11291,10597,10406,6627,5036,13,15930,25167,12971,8665,448,28264,25258,376,9153,17588,11580,7646,7185
20241,11170580,효창동,CS100010,커피-음료,173687108,21935,129571555,44115553,20344109,26218804,25841639,27702562,29464441,26926541,17189012,147849,41182715,54992380,52345475,24913525,105164,55996968,108632415,636150,29785152,52229699,33860206,29312971,18805204,16689,5246,2874,3355,3396,3584,3480,3257,1989,12,6653,6218,6097,2943,12,7141,14160,113,3914,7297,4410,3513,2053
20241,11170590,용문동,CS100010,커피-음료,157991705,19413,108640211,49351494,13556416,21308871,22077659,27521879,24175386,30730704,18620790,39955,13770862,45132653,51825359,43240411,3982465,52744768,90476398,592008,27508091,55931486,20886662,20828516,17474404,13579,5834,1991,2831,2719,3018,3020,3609,2225,0,2914,5856,6197,4104,342,7723,10209,75,3349,6898,2412,2818,2380
20241,11170625,한강로동,CS100010,커피-음료,4701330948,518823,3821168872,880162076,668398038,780751035,815753046,800389250,755877503,530476445,349685631,16195261,722881540,2179604920,1076962468,593478980,112207779,1650515198,1761994954,29198199,693080013,1304311523,730060440,443422442,212437529,432171,86652,76975,89699,93079,88667,83751,51377,35275,466,119463,221030,118417,54600,4847,218742,209425,3944,85095,165462,92637,54210,26808
20241,11170630,이촌1동,CS100010,커피-음료,553399094,102908,335416234,217982860,63560339,59568883,68053290,69994750,74238972,107731545,110251315,0,83058964,186931373,190641267,92623175,144315,232767532,305999300,12345871,78764709,160982923,124296450,95801424,66575454,67315,35593,13503,12550,13796,13094,14372,17775,17818,0,22905,32677,31693,15615,18,46161,56295,2873,15221,24967,24248,18953,16194
20241,11170640,이촌2동,CS100010,커피-음료,36602815,3397,23958269,12644546,3846701,4527733,4337536,5601125,5645174,5396723,7247823,0,1293611,18648511,12561063,4099630,0,14876308,15529247,0,2178729,5800401,6093350,7641223,8691852,2179,1218,366,399,448,429,537,564,654,0,95,1481,1359,462,0,1588,1689,0,282,629,791,730,844
20241,11170650,이태원1동,CS100010,커피-음료,2823696721,268863,1779101929,1044594792,386815540,287858427,357749537,342545104,404133321,576342725,468252067,77859853,306391602,854145018,873865772,540242786,171191690,1130336478,1429532063,14567105,623618652,1013251184,442285431,313397793,152748385,182610,86253,35469,32416,35252,38044,41429,47997,38256,4831,40320,82334,82564,47534,11280,117290,127978,1202,56843,96631,45138,32778,12675
20241,11170660,이태원2동,CS100010,커피-음료,1019366512,55317,527372473,491994039,115442044,69626339,115295975,96996727,130011388,256835594,235158445,8165855,83813245,349976916,267360111,224697630,85352755,383498835,589690632,7272715,281193160,321630734,173963849,155051391,34077617,32692,22625,6541,5270,5811,6834,8236,11831,10794,158,7246,17460,17039,11798,1616,22971,30930,402,15131,19497,9562,7128,2182
20241,11170685,한남동,CS100010,커피-음료,3772085689,315748,2496098472,1275987217,380280550,442548017,558171909,543105125,571992871,730361150,545626067,1306849,374662687,1120262815,1245061783,915241324,115550231,1176482856,2244310974,13036123,1033809930,1197386880,546021711,414530528,216008655,220053,95695,37818,42496,45732,44650,49357,53226,42469,202,45353,97049,96339,68632,8173,115489,181517,1305,86574,102265,46906,38279,21667
20241,11170690,서빙고동,CS100010,커피-음료,50874609,3167,38551472,12323137,9684856,10400649,5088698,9953718,3423551,4018548,8304589,0,2385194,22836282,22720848,2831263,101022,10517543,14210327,0,2798000,6095089,6144559,5344757,4345467,1834,1333,294,437,393,335,375,405,928,0,204,1499,1076,380,8,1150,1717,0,393,728,667,666,412
20241,11170700,보광동,CS100010,커피-음료,237464418,31558,164001818,73462600,23841297,36703110,32065219,42494448,28897744,33974119,39488481,136760,14641897,66206808,76710503,72502078,7266372,128850348,97714154,2387337,38928478,92783592,39367726,30273321,22824049,21538,10020,3868,4207,4321,4456,4686,4497,5523,18,3164,9611,9880,8417,468,17416,13318,430,5884,11616,4762,4687,3357
20241,11200520,왕십리2동,CS100010,커피-음료,104267119,15226,72177288,32089831,12581882,15965285,16763713,11205837,15660571,17384050,14705781,0,15039439,42146880,26754176,17139717,3186907,46668760,52075557,446730,32272984,23086551,13295567,15967842,13674642,11078,4148,2001,2373,2408,1725,2571,2302,1846,0,2427,6037,3942,2465,355,7654,7156,83,4950,3351,2642,2066,1718
20241,11200535,왕십리도선동,CS100010,커피-음료,491680131,79103,351744956,139935175,62859528,66462793,75862498,69239789,77320348,80510858,59424317,111248,58479220,175381929,126146685,116335302,15225747,207844716,236891076,2388148,108529413,143462398,74468052,77309925,38577864,57019,22084,10463,11055,12182,11350,11969,12482,9602,10,14515,25147,19820,17696,1915,37336,38955,468,21181,25399,12243,11154,5851
20241,11200540,마장동,CS100010,커피-음료,670455405,65588,445961875,224493530,88387870,82298038,89032300,95900645,90343022,115201334,109292196,216381,81817859,216193467,218880101,144994466,8353131,283707440,323959334,1981977,94902423,186486521,136335090,111227833,76732926,45186,20402,9114,8026,9110,9953,8983,10734,9668,16,9463,19966,21133,14162,848,28814,33039,234,10846,19805,13219,10915,6834
20241,11200550,사근동,CS100010,커피-음료,2125494645,305127,1674885205,450609440,297728444,341604796,350126979,356510438,328914548,251323944,199285496,20232369,256362575,702548642,572439612,480603901,93307546,900291514,1004599607,61002594,952891778,391691884,211138997,224814530,63351338,243497,61630,46575,50738,50412,50002,45770,33537,28093,2827,44954,101386,82187,62136,11637,142472,153780,10615,158231,59176,26982,33135,8118
20241,11200560,행당1동,CS100010,커피-음료,853311272,107269,591873273,261437999,110301010,114274118,117986974,124668736,124642435,138653946,122784053,468823,71329991,278266731,213471180,253667275,36107272,303468882,475455542,15357557,197351468,207343157,128600767,143720374,86551100,74135,33134,13874,15061,14885,15189,15126,17181,15953,46,13977,31936,28667,28358,4285,43135,59847,3479,24160,27078,18044,19291,10927
20241,11200570,행당2동,CS100010,커피-음료,20795533,3714,12569767,8225766,1080798,2997711,2985703,2841877,2663678,3290222,4935544,0,818115,6750270,8398922,4622472,205754,7852992,12462448,1655099,3067334,2159572,4369781,5660377,3403278,2445,1269,226,556,597,536,530,542,727,0,147,1226,1501,810,30,1341,2314,372,546,468,708,1014,549
20241,11200580,응봉동,CS100010,커피-음료,92084554,10217,53986642,38097912,9492028,11642446,9926139,10383761,12542268,19034483,19063429,0,14389939,26556659,32716019,16889028,1532909,42127574,45023389,326554,7509943,16870070,19688967,23537865,19217565,6183,4034,1109,1248,1189,1240,1397,2081,1953,0,1714,2928,3562,1859,154,4748,5030,39,945,2056,2230,2586,1925
20241,11200590,금호1가동,CS100010,커피-음료,113804821,11615,65523284,48281537,13333924,11263584,13296363,11842976,15786437,25309601,22971936,24580,11406881,36303698,43958527,19928685,2182450,44421569,65874444,2615936,31228328,33006639,23807509,13963409,5674190,7333,4282,1558,1345,1579,1377,1474,2192,2090,6,1922,2970,3957,2439,321,4517,6893,140,2900,3627,2423,1713,609
20241,11200615,금호2·3가동,CS100010,커피-음료,243992754,36875,151202657,92790097,23574789,30030454,31051712,31707963,34837739,41970190,50819907,582697,24794671,75302404,66614273,63897734,12800975,89353928,141752926,2231469,20555501,54380763,73133846,43651461,37153812,24957,11918,4363,4960,5306,5160,5168,6454,5464,70,5163,11462,11079,7261,1840,16597,18872,550,4069,8540,9385,7179,5744
20241,11200620,금호4가동,CS100010,커피-음료,135160017,16471,90040353,45119664,17296463,17108769,16884761,18477287,20273073,23977617,21142047,88000,14825212,42768138,41857711,31301348,4319608,51885564,71659099,535779,15279345,34029750,30377102,26703336,16619351,10949,5522,2270,2126,2153,2036,2364,2883,2639,11,2033,5013,5296,3651,467,6658,8759,109,2020,4544,3788,3229,1725
20241,11200645,옥수동,CS100010,커피-음료,326668548,47515,207957842,118710706,39457821,38100921,41212875,45211942,43974283,60612915,58097791,240349,54018078,110973525,99878864,55867684,5690048,128551844,172033092,1719998,45425113,113852152,59460628,45947371,34179672,31273,16242,6030,5626,6652,6522,6443,8292,7950,5,9055,15147,14393,8438,477,20763,24780,309,7114,16820,8765,7260,5270
20241,11200650,성수1가1동,CS100010,커피-음료,906470357,124145,622748004,283722353,103632957,116649544,133763221,127155887,141546395,154492278,129230075,438771,143427013,366213597,277055314,115342630,3993032,327631871,466405621,4963065,212851072,283679955,143056402,95316899,54170095,88530,35615,15565,17806,19146,17733,18280,18873,16742,44,29765,46485,33860,13472,519,51194,63782,587,28518,41767,21306,14198,8601
20241,11200660,성수1가2동,CS100010,커피-음료,6370225157,547533,4364575975,2005649182,786237099,808279600,873862765,906191260,990005251,1087673100,917976082,10188321,529804528,2188007054,2017364897,1422489056,202371301,2164983160,3444526777,36856072,1604425774,2062070863,999995749,618662728,287498748,392253,155280,68932,75736,79545,80819,87221,83770,71510,382,81527,189845,155972,110012,9795,205792,299577,4286,143190,188318,84750,59385,25432
20241,11200670,성수2가1동,CS100010,커피-음료,2186018696,303551,1578108496,607910200,286019384,308984776,317060394,327881637,338162305,343856268,264053932,6695430,294569040,796132620,632980470,384396114,71245022,987266002,1004815481,18763121,574136660,738001835,325020774,241592698,94566395,241528,62023,45660,49320,49196,49352,48000,35040,26983,391,71777,116141,72937,38818,3487,156942,128117,1955,74128,115006,48554,32605,12816
20241,11200690,성수2가3동,CS100010,커피-음료,4480144063,586354,3521218075,958925988,633005808,681933581,717059089,746304114,742915483,525358136,433567852,2164625,810854533,1655491737,1104686659,818232174,88714335,1706010376,2144316799,32965764,1162329306,1296357145,652066861,518188442,188419643,492007,94347,88645,99533,103038,103369,97422,51708,42639,60,177895,210212,115586,75609,6992,262027,273896,3158,145058,194692,96261,69891,26850
20241,11200720,송정동,CS100010,커피-음료,111174749,20578,76521763,34652986,16263173,12457925,16117691,14106690,17576284,16320773,18332213,69160,14509863,44521455,30048381,19906639,2119251,54691870,47207407,540811,22777285,31410249,17259957,17752487,12158488,14280,6298,2966,2508,2878,2619,3309,3006,3292,6,3228,7428,5384,4069,463,11471,8222,126,4444,6295,3197,3366,2266
20241,11200790,용답동,CS100010,커피-음료,631389468,99212,481080635,150308833,81050220,98631780,100692216,103416709,97289710,84088747,66220086,0,101805861,267739857,150839747,98251326,12752677,299962677,251643448,1812659,94159657,149895361,101922158,126018625,77797664,75176,24036,13477,15191,16173,14879,15456,12929,11107,0,20767,37404,23487,15494,2060,52716,38964,413,17987,25425,17702,18839,11312
20241,11215710,화양동,CS100010,커피-음료,5359533975,676976,3655967356,1703566619,680390205,706182039,719402103,761326438,788666571,940617032,762949587,73523469,478775922,1176829654,1396456330,1645457159,588491441,1969975804,3123200815,136226858,2393574320,1234535951,541905004,581037514,205896985,478381,198595,87894,94131,96750,99707,99899,108949,89646,8632,100254,158003,169639,181025,59423,265326,396798,15998,301691,168081,70798,79141,26415
20241,11215730,군자동,CS100010,커피-음료,1173689202,187899,887241400,286447802,162023496,184785159,180912108,181488128,178032509,159433646,127014156,10317491,149368931,403326913,322244078,237423972,51007817,557620937,569542440,24212440,395039502,271236719,161979695,205577052,69117966,149423,38476,29123,30663,31606,30409,27622,20808,17668,183,33046,67573,51664,31675,3758,91820,93201,4995,74397,41056,20662,33469,10447
20241,11215740,중곡1동,CS100010,커피-음료,234106057,30846,171822759,62283298,30667304,33506927,36157931,34503632,36986965,35008326,27274972,37629,22860655,73276904,65967759,63876682,8086428,97291158,123741134,363866,38181102,66183760,38379917,39647813,38275836,23355,7491,4409,4465,4720,5005,4756,4050,3441,6,4242,10354,8270,7004,970,11669,17582,121,5782,10184,5827,4119,3214
20241,11215750,중곡2동,CS100010,커피-음료,332860135,42489,224373065,108487070,34683181,48299739,46742354,45940769,48707022,54652848,53834222,2442358,27538234,103794474,95113310,89439196,14532563,135250284,187545010,734818,74550733,113360006,52418849,46185973,35544914,29198,13291,4673,6207,6169,6004,6145,6896,6395,26,4791,13518,12436,10631,1087,17985,23790,86,9384,15527,6772,6248,3759
20241,11215760,중곡3동,CS100010,커피-음료,631114530,112134,490919951,140194579,89704647,101433767,98079258,102164808,99537471,74496714,65697865,683505,133613708,243501520,145094490,94813433,13407874,262294260,300719356,4543755,91072102,176658464,142838338,102116864,45784095,87456,24678,16600,17726,17678,17787,17665,13571,11107,99,29107,39096,24719,16482,2631,53428,55778,710,18993,34375,27428,19181,8520
